	Homo sapiens	Mus musculus	Rattus norvegicus	Bos taurus	Danio rerio	Gallus gallus	Xenopus tropicalis	Pan troglodytes	Sus scrofa	Macaca mulatta	Oryctolagus cuniculus	Oryzias latipes	Equus caballus	Canis lupus
RY	0.4323651540189764	0.27138884964432763	0.6016047267855209	0.4223785993358216	1.921991509462532	0.27998878026694035	2.2514239889839676	0.45330232758794764	0.4302999025876905	0.4340663162239641	0.40910015891331364	0.3629451190437586	0.4350402289894127	0.45615381618408324
